epoch,train_loss,lr
0,71.35626516943579,4.969836434458088e-05
1,57.84986613643062,4.8800884649231264e-05
2,50.087885953886015,4.7329659842615016e-05
3,44.8277992977108,4.532091636218621e-05
4,41.383141886393226,4.2824116139070415e-05
5,38.85779086688618,3.990073868116559e-05
6,37.22369938480961,3.6622767243618894e-05
7,35.85578237516386,3.307091636218621e-05
8,34.8021932639732,2.933264439348566e-05
9,33.86930991576599,2.5500000000000003e-05
10,33.29582447292569,2.1667355606514353e-05
11,32.924046674161346,1.792908363781379e-05
12,32.31807691831847,1.4377232756381107e-05
13,32.13027150953138,1.1099261318834413e-05
14,31.739211953652873,8.175883860929588e-06
15,31.65429117151209,5.6790836378137905e-06
16,31.63708745595571,3.6703401573849893e-06
17,31.302298165398675,2.1991153507687385e-06
18,31.319552883113825,1.3016356554191274e-06
19,31.35142543277225,5e-05
20,30.99602741138355,4.992447467646164e-05
21,30.063670863933392,4.969836434458088e-05
22,29.376176478755365,4.9323063049743075e-05
23,28.503860459198822,4.8800884649231264e-05
24,27.89138363606221,4.8135048546526525e-05
25,27.31564479449848,4.7329659842615016e-05
26,26.734275242573506,4.638968402667526e-05
27,26.07582177170762,4.532091636218621e-05
28,25.625745074985264,4.412994615720076e-05
29,25.09310445699606,4.2824116139070415e-05
30,24.6586821994266,4.1411477184089504e-05
31,23.961711954340206,3.990073868116559e-05
32,23.631793074736724,3.8301214835540747e-05
33,23.23332318967527,3.6622767243618894e-05
34,22.81900861997862,3.4875744092944704e-05
35,22.45323854326128,3.307091636218621e-05
36,22.061845532666457,3.1219411414469685e-05
37,21.810119486628352,2.933264439348566e-05
38,21.58990580653285,2.742224784533221e-05
39,21.162125369235202,2.5500000000000003e-05
40,20.897518520870726,2.3577752154667805e-05
41,20.736957066166507,2.1667355606514353e-05
42,20.561189843942454,1.978058858553032e-05
43,20.377517158577035,1.792908363781379e-05
44,20.21823290575732,1.6124255907055302e-05
45,20.01216666969093,1.4377232756381107e-05
46,19.824601527033625,1.2698785164459256e-05
47,19.721013039941187,1.1099261318834413e-05
48,19.617884738681553,9.588522815910505e-06
49,19.458066593891864,8.175883860929588e-06
50,19.448024385469452,6.870053842799242e-06
51,19.275797112267295,5.6790836378137905e-06
52,19.286727145770648,4.610315973324742e-06
53,19.259546514975057,3.6703401573849893e-06
54,19.179787964691986,2.864951453473475e-06
55,19.208166406304986,2.1991153507687385e-06
56,19.236040263133006,1.6769369502569243e-06
57,18.98895569534989,1.3016356554191274e-06
58,19.193338421658353,1.0755253235383648e-06
59,19.057397249238985,5e-05
60,18.740681117977108,4.998111138789771e-05
61,18.488184282457507,4.992447467646164e-05
62,18.11447518975885,4.98301771953957e-05
63,17.647000656815262,4.969836434458088e-05
64,17.34331580290923,4.952923936987915e-05
65,16.826961385709744,4.9323063049743075e-05
66,16.319497821223628,4.908015329311436e-05
67,15.92365742726369,4.8800884649231264e-05
68,15.700464140058637,4.848568773010087e-05
69,15.141954549840978,4.8135048546526525e-05
70,14.777040381560454,4.7749507758714496e-05
71,14.484227491499068,4.7329659842615016e-05
72,14.195854034080162,4.687615217328353e-05
73,13.96453543104567,4.638968402667526e-05
74,13.651853911597449,4.587100550141236e-05
75,13.404721440839339,4.532091636218621e-05
76,13.022602628759437,4.474026480657825e-05
77,12.729835921966277,4.412994615720076e-05
78,12.296905373925561,4.34909014811743e-05
79,12.100225840731785,4.2824116139070415e-05
80,11.908232693027806,4.2130618265557076e-05
81,11.644924842215874,4.1411477184089504e-05
82,11.472758018562386,4.066780175809094e-05
83,11.259986010714695,3.990073868116559e-05
84,11.065846947334908,3.9111470708980256e-05
85,10.856973306466868,3.8301214835540747e-05
86,10.76334406878497,3.74712204166754e-05
87,10.479580047882354,3.6622767243618894e-05
88,10.350801438683861,3.575716356966699e-05
89,10.25686801566734,3.4875744092944704e-05
90,10.018121596327774,3.3979867898398576e-05
91,9.892526387051419,3.307091636218621e-05
92,9.878194742632342,3.215029102169432e-05
93,9.731054340568749,3.1219411414469685e-05
94,9.624753327584482,3.027971288939515e-05
95,9.42657225754884,2.933264439348566e-05
96,9.293445736996762,2.8379666237717028e-05
97,9.263728646544722,2.742224784533221e-05
98,9.07466097427918,2.6461865486097185e-05
99,9.059301573950965,2.5500000000000003e-05
100,9.097675826957634,2.453813451390283e-05
101,8.965578452789032,2.3577752154667805e-05
102,8.879615164404516,2.2620333762282982e-05
103,8.730131167162646,2.1667355606514353e-05
104,8.790297488822594,2.072028711060486e-05
105,8.453852831178958,1.978058858553032e-05
106,8.109829735283379,1.884970897830568e-05
107,7.797349748697367,1.792908363781379e-05
108,7.556436418069375,1.702013210160143e-05
109,7.314016225488336,1.6124255907055302e-05
110,7.274451590185767,1.5242836430333021e-05
111,6.962817583341856,1.4377232756381107e-05
112,6.880578646702809,1.3528779583324603e-05
113,6.842335255597089,1.2698785164459256e-05
114,6.7517056104299185,1.1888529291019745e-05
115,6.749004104373691,1.1099261318834413e-05
116,6.805165449090906,1.0332198241909075e-05
117,6.602789482769666,9.588522815910505e-06
118,6.546145406499639,8.869381734442932e-06
119,6.521614148595312,8.175883860929588e-06
120,6.429351039577175,7.509098518825702e-06
121,6.5185925483703615,6.870053842799242e-06
122,6.487574968080263,6.259735193421747e-06
123,6.376459107270112,5.6790836378137905e-06
124,6.245728475725328,5.128994498587647e-06
125,6.257419918507069,4.610315973324742e-06
126,6.300086742950989,4.1238478267164745e-06
127,6.262716465511837,3.6703401573849893e-06
128,6.225377351571848,3.2504922412855066e-06
129,6.183841200132628,2.864951453473475e-06
130,6.170310599868362,2.5143122698991383e-06
131,6.326935770876773,2.1991153507687385e-06
132,6.254887700811163,1.9198467068856446e-06
133,6.208832667410911,1.6769369502569243e-06
134,6.160659609442359,1.4707606301208545e-06
135,6.204216367704374,1.3016356554191274e-06
136,6.164158936062375,1.1698228046043058e-06
137,6.107927987897718,1.0755253235383648e-06
138,6.17075905842824,1.0188886121022888e-06
139,6.14069054646535,5e-05
140,5.965697486636875,4.999527739181059e-05
141,5.906203141942754,4.998111138789771e-05
142,5.703581316664412,4.9957507449525545e-05
143,5.46804151260101,4.992447467646164e-05
144,5.381040332725457,4.9882025803468826e-05
145,5.110152815741461,4.98301771953957e-05
146,4.965267305631896,4.976894884086764e-05
147,4.856422882939244,4.969836434458088e-05
148,4.662280169048825,4.9618450918202345e-05
149,4.637927642169299,4.952923936987915e-05
150,4.410030168413042,4.9430764092361376e-05
151,4.407892033430907,4.9323063049743075e-05
152,4.2175415173092405,4.9206177762826367e-05
153,4.014971413397574,4.908015329311436e-05
154,4.021885202510937,4.894503822543912e-05
155,3.931248208209201,4.8800884649231264e-05
156,3.758041138691945,4.864774813843852e-05
157,3.702878922299222,4.848568773010087e-05
158,3.6017179691039765,4.831476590159069e-05
159,3.5166384212390795,4.8135048546526525e-05
160,3.355112491985699,4.794660494936984e-05
161,3.394376628635166,4.7749507758714496e-05
162,3.3197488370672,4.754383295927943e-05
163,3.2386174091132913,4.7329659842615016e-05
164,3.2612599268045512,4.7107070976534696e-05
165,3.1592687215031803,4.687615217328353e-05
166,3.140246101241928,4.6636992456455903e-05
167,3.066733808087873,4.638968402667526e-05
168,2.984621258125649,4.613432222604902e-05
169,2.86369988828092,4.587100550141236e-05
170,2.8218172182478347,4.559983536637509e-05
171,2.818207497639699,4.532091636218621e-05
172,2.883881299731968,4.5034356017431325e-05
173,2.7887878852706773,4.474026480657825e-05
174,2.745781281101811,4.443875610738705e-05
175,2.7960304023124074,4.412994615720076e-05
176,2.683159438124648,4.381395400813362e-05
177,2.705739393921586,4.34909014811743e-05
178,2.5846400833129883,4.316091311922151e-05
179,2.598365814621384,4.2824116139070415e-05
180,2.658299099604289,4.2480640382368085e-05
181,2.6229531676490025,4.2130618265557076e-05
182,2.575676068228644,4.17741847288264e-05
183,2.5461486843040397,4.1411477184089504e-05
184,2.5197451179951162,4.104263546200932e-05
185,2.54482130815317,4.066780175809094e-05
186,2.508408763559015,4.0287120577862496e-05
187,2.51946885684589,3.990073868116559e-05
188,2.482400716661333,3.95088050255765e-05
189,2.502764338072356,3.9111470708980256e-05
190,2.438963359196981,3.8708888911319514e-05
191,2.4829164691443917,3.8301214835540747e-05
192,2.444134745511923,3.788860564776062e-05
193,2.4547070748956354,3.74712204166754e-05
194,2.404448649002625,3.704922005223694e-05
195,2.368966204754941,3.6622767243618894e-05
196,2.454732318869582,3.619202639649689e-05
197,2.3725372734585326,3.575716356966699e-05
198,2.320411657943382,3.5318346411026955e-05
199,2.3565620791804682,3.4875744092944704e-05
200,2.3105973640218513,3.4429527247039165e-05
201,2.3632121151417227,3.3979867898398576e-05
202,2.3885414204296764,3.352693939926149e-05
203,2.364809657346021,3.307091636218621e-05
204,2.296624554900436,3.261197459273433e-05
205,2.3185874190631215,3.215029102169432e-05
206,2.3046924138283944,3.168604363687137e-05
207,2.278125175055083,3.1219411414469685e-05
208,2.327090507541691,3.075057425009375e-05
209,2.2974849618447792,3.027971288939515e-05
210,2.239649016148335,2.9807008858391686e-05
211,2.2909583500269295,2.933264439348566e-05
212,2.280873930432775,2.8856802371208225e-05
213,2.3285600686288093,2.8379666237717028e-05
214,2.1916775510117814,2.7901419938074246e-05
215,2.229356651563902,2.742224784533221e-05
216,2.2456936904116795,2.694233468945413e-05
217,2.2496525326720227,2.6461865486097185e-05
218,2.2850930075602487,2.5981025465285395e-05
219,2.233444485449576,2.5500000000000003e-05
220,2.293039518562523,2.501897453471461e-05
221,2.23588846765123,2.453813451390283e-05
222,2.2370777283917676,2.405766531054587e-05
223,2.1909248116639284,2.3577752154667805e-05
224,2.1974099347398086,2.3098580061925767e-05
225,2.2622838873476594,2.2620333762282982e-05
226,2.194605664347743,2.214319762879179e-05
227,2.2944542551899816,2.1667355606514353e-05
228,2.2396011154071704,2.1192991141608317e-05
229,2.139289907764744,2.072028711060486e-05
230,2.207895302643647,2.0249425749906262e-05
231,2.112701781676696,1.978058858553032e-05
232,2.2220507563341845,1.9313956363128637e-05
233,2.25374434329368,1.884970897830568e-05
234,2.1852620999877517,1.8388025407265675e-05
235,2.225218732034838,1.792908363781379e-05
236,2.198894338178205,1.7473060600738515e-05
237,2.193589264422924,1.702013210160143e-05
238,2.1531948116233757,1.6570472752960835e-05
239,2.1536531185459444,1.6124255907055302e-05
240,2.213820313462266,1.5681653588973048e-05
241,2.247245664768391,1.5242836430333021e-05
242,2.165050899058849,1.4807973603503124e-05
243,2.1385540450156273,1.4377232756381107e-05
244,2.2002855574118123,1.3950779947763059e-05
245,2.1739285389152734,1.3528779583324603e-05
246,2.168439649289793,1.3111394352239383e-05
247,2.2787524232778464,1.2698785164459256e-05
248,2.200391532451183,1.2291111088680506e-05
249,2.172672077814738,1.1888529291019745e-05
250,2.1410948179434013,1.1491194974423504e-05
251,2.1338248427708946,1.1099261318834413e-05
252,2.1230183205733426,1.0712879422137502e-05
253,2.1660530248418586,1.0332198241909075e-05
254,2.2084787380802737,9.957364537990681e-06
255,2.1841105278118236,9.588522815910505e-06
256,2.195746770549465,9.225815271173598e-06
257,2.16801480215949,8.869381734442932e-06
258,2.183530372843012,8.519359617631925e-06
259,2.1221985084086925,8.175883860929588e-06
260,2.226376027287664,7.83908688077849e-06
261,2.1553957008241533,7.509098518825702e-06
